codigo,nombre,categoria,proveedor,precio_unidad,precio_10,precio_50,precio_100,precio_bulto,cantidad_bulto,observaciones,fuente_fila,activo
H1-0789,Expendedor de Aluminio con rollo de 1 kg,FILM- MANTECA -ALUMINIO,,10000,,,,,,,789,TRUE
H1-0791,Porta film/ aluminio/ manteca LIPARI,FILM- MANTECA -ALUMINIO,,51000,,,,450000,x 10 unid,,791,TRUE
H1-0793,Pirotines Nro. 3 x 1000 unid,PIROTINES,,,,,,6500,Caja x 1000 unid,,793,TRUE
H1-0794,Pirotines Nro. 4 x 1000 unid.,PIROTINES,,,,,,6500,Caja x 1000 unid,,794,TRUE
H1-0795,Pirotines Nro. 5 x 1000 unid.,PIROTINES,,,,,,6500,Caja x 1000 unid,,795,TRUE
H1-0796,Pirotines Nro. 6 x 1000 unid.,PIROTINES,,,,,,6500,Caja x 1000 unid,,796,TRUE
H1-0797,Pirotines Nro. 7 x 1000 unid.,PIROTINES,,,,,,11000,Caja x 1000 unid,,797,TRUE
H1-0798,Pirotines Nro. 8 x 1000 unid.,PIROTINES,,,,,,12000,Caja x 1000 unid,,798,TRUE
H1-0799,Pirotines Nro. 9 x 1000 unid.,PIROTINES,,,,,,13500,Caja x 1000 unid,,799,TRUE
H1-0800,Pirotines Nro. 10 x 1000 unid.,PIROTINES,,,,,,21600,Caja x 1000 unid,,800,TRUE
H1-0801,Pirotines Nro. 11 x 1000 unid.,PIROTINES,,,,,,22300,Caja x 1000 unid,,801,TRUE
H1-0803,Pirotin N5 Blanco a granel,PIROTINES,,200,800,,,,,x 10: x 5 cap $ 800,803,TRUE
H1-0804,Pirotin N5 Kraft 45 grs (100 capuchones x 10 ),PIROTINES,,200,1000,,,5500,caja x 1000 unid,,804,TRUE
H1-0806,Pirotin N8 Kraft 45 grs (100 capuchones x 10 ),PIROTINES,,200,1000,,,7500,caja x 1000 unid,,806,TRUE
H1-0808,Pirotin Nª 8 (CONV.) capuchon x 25 unid (caja x 40 capuchones),PIROTINES,,400,3000,,,15000,Caja x 1000 unid,,808,TRUE
H1-0809,Pirotin Nº8 MoldPack caja x50 capuchones x 10 unid BLANCOS (500),PIROTINES,,300,2000,,,8000,Caja x 500 unid,,809,TRUE
H1-0810,Pirotin Nº8 MoldPack caja x50 capuchones x 10 unid FANTASIA / pastel (500),PIROTINES,,400,3000,,,12500,Caja x 500 unid,,810,TRUE
H1-0811,Pirotin Nº8 MoldPack caja x50 capuchones x 10 unid LISOSS (500),PIROTINES,,400,3000,,,12500,Caja x 500 unid,,811,TRUE
H1-0813,Pirotines Nro 9 estampados x 25 unid .ANDY (caja x 40 capuchones),PIROTINES,,300,2500,,,,Caja x 1000 unid,,813,TRUE
H1-0815,Pirotines Nro 10 estampados x 25 unid Conv.y tp (caja x 40 cap),PIROTINES,,800,7100,,,24000,Caja x 1000 unid,,815,TRUE
H1-0816,Pirotines Nro 10 lisos o lunares x 25 unid Conv. Y tp (caja x 40 cap),PIROTINES,,800,7100,,,24000,Caja x 1000 unid,,816,TRUE
H1-0817,Pirotines Nro 10 Blanco x 25 unid Conv. Y tp (caja x 40 cap),PIROTINES,,800,6000,,,19000,Caja x 1000 unid,,817,TRUE
H1-0819,Pirotin N°10 Mold pack CAJA 34 cap x 15 unid (510 unid) PROMO Mes Surtido!!,PIROTINES,,,,,,15000,Caja x 500 unid,,819,TRUE
H1-0820,Pirotin N°10 Mold pack CAJA 34 cap x 15 unid (510 unid),PIROTINES,,800,6000,,,18000,Caja x 500 unid,,820,TRUE
H1-0821,Pirotin N°10 Mold pack CAJA 34 cap x 15 unid (510 unid) BLANCOOOO,PIROTINES,,500,4000,,,13000,Caja x 510 unid,,821,TRUE
H1-0822,Pirotin N°10 Mold pack CAJA 34 cap x 15 unid (510 unid) KRAFT,PIROTINES,,500,3400,,,13000,Caja x 510 unid,,822,TRUE
H1-0823,Pirotin N°10 Mold pack CAJA 34 cap x 15 unid (510 unid) PASTEL,PIROTINES,,800,6000,,,18000,Caja x 500 unid,,823,TRUE
H1-0824,Pirotin N°10 Mold pack CAJA 14 cap x 15 unid ((210 unid) FLUOR,PIROTINES,,1200,,,,18000,caja x 210 unid,,824,TRUE
H1-0825,Pirotin N°10 Mold pack CAJA 17 cap x 15 unid ((255 unid) FUTBOL,PIROTINES,,800,6000,,,8500,caja x 255,,825,TRUE
H1-0826,Pirotin N°10 Mold pack CAJA 17 cap x 15 unid ((255 unid) ARGENTINA,PIROTINES,,800,7000,,,9500,caja x 255,,826,TRUE
H1-0828,Pirotin N° 8 Metalizados MoldPack x 10 unid,PIROTINES,,1000,8400,,,14800,Caja x 200,,828,TRUE
H1-0829,Pirotin N° 10 Metalizados MoldPack x 10 unid,PIROTINES,,1200,10500,,,18100,Caja x 200,,829,TRUE
H1-0831,Pirotin N10 importados,PIROTINES,,500,3500,,18500,165000,x 10 pack,x 100: x 72 unid $18500,831,TRUE
H1-0833,Molde cupcake rectangular Papel,PIROTINES,,300,2200,8500,15000,135000,x1000,,833,TRUE
H1-0834,Molde cupcake rectangular interior Metal dorado,PIROTINES,,400,2500,9500,17000,150000,x1000,,834,TRUE
H1-0835,Molde cupcake rectangular Metalizado,PIROTINES,,400,2700,10500,19000,170000,x1000,,835,TRUE
H1-0837,Molde Cupcakes redondo interior Metal dorado,PIROTINES,,300,2000,6000,11000,95000,x1000,,837,TRUE
H1-0838,Molde cupcakes redondo Metal,PIROTINES,,400,2500,7000,13000,115000,x1000,,838,TRUE
H1-0840,Molde cupcakes cuadrado papel,PIROTINES,,300,2200,8500,15000,135000,x1000,,840,TRUE
H1-0841,Molde cupcakes cuadrado interior Metal dorado,PIROTINES,,400,2500,9500,17000,150000,x1000,,841,TRUE
H1-0844,Tulipas N16 colores lisos (presentacio x 50),PIROTINES,,200,1000,4500,8000,70000,x 1000,,844,TRUE
H1-0845,"Tulipas N16 colores pastel, lunares dorados (presentacion x 25)",PIROTINES,,400,3000,6500,23200,208000,x 1000,x 50: caja x 25 $6500,845,TRUE
H1-0846,Tulipas N16 caja x 200 unid (8 colores surtidos),PIROTINES,,,,,18500,165000,x 10 cajas,x 100: xcaja 200 $ 18500,846,TRUE
H1-0847,Tulipas N16 Diseño Futbol ARGENTINA,PIROTINES,,200,1500,,8500,76000,x 100 unid,,847,TRUE
H1-0849,Tarteleta / Capelinas,PIROTINES,,100,800,,6000,53000,x 1000,,849,TRUE
H1-0851,Pirotin N°4 Marron o Color (Capuchon x 20 unid),PIROTINES,,250,2000,,,,Caja x 1000 unid,,851,TRUE
H1-0853,Pirotin ORO N°5 Milano Pequeño,PIROTINES,,,,,,,,,853,TRUE
H1-0854,Pirotin ORO N°5 Milano Grande,PIROTINES,,,,,,,,,854,TRUE
H1-0857,Pirotin Nª 10 Metalizado (CONVIDA) capuchon x 10 unid,PIROTINES,,300,,,,,Caja x 300 unid,,857,TRUE
H1-0858,Pirotin Nª 8 Metalizado (CONVIDA) capuchon x 10 unid,PIROTINES,,250,,,,,Caja x 300 unid,,858,TRUE
H1-0860,Pan dulce x 100 grs. Fantasia,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,,1500,,10000,90000,caja x 1000 unid,,860,TRUE
H1-0861,Pan dulce x 1/4 fantasia,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,,1700,,11500,100000,caja x 1000 unid,,861,TRUE
H1-0862,Pan dulce x 1/2 fantasia,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,,2000,,13500,120000,caja x 1000 unid,,862,TRUE
H1-0863,Pan dulce x 3/4 fantasia,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,,2000,,15000,135000,caja x 1000 unid,,863,TRUE
H1-0864,Pan dulce x 1/1 fantasia,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,,2500,,15600,140000,caja x 1000 unid,,864,TRUE
H1-0866,Pan Dulce 100 grs Impreso Diseños,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,,2000,,12500,110000,caja x 1000 unid,,866,TRUE
H1-0867,Pan Dulce 250 grs Impreso Diseños,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,,2000,,14000,125000,caja x 1000 unid,,867,TRUE
H1-0868,Pan Dulce 500 grs Impreso Diseños,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,,2500,,,,caja x 1000 unid,,868,TRUE
H1-0869,Pan Dulce 1 Kg grs Impreso Diseños,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,,3000,,19000,170000,caja x 1000 unid,,869,TRUE
H1-0871,Molde pan dulce Aluminio 1/2 kg (135x90mm),MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,400,3000,,27000,,caja x 600 unid,,871,TRUE
H1-0872,Molde pan dulce Aluminio 1 kg (175x92mm),MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,500,4200,,39000,,caja x 600 unid,,872,TRUE
H1-0874,"Budinera papel de 150 grs (13,5x5x4)",MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,300,2000,,16500,145000,caja x 1000 unid,,874,TRUE
H1-0875,"Budinera papel de 250 grs (18,5x5x4)",MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,300,2500,,17000,150000,caja x 1000 unid,,875,TRUE
H1-0876,"Budineras papel 300 grs (18,5x5x5)",MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,400,2500,,18000,160000,caja x 1000 unid,,876,TRUE
H1-0877,Budineras papel 500 grs (18x8x6),MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,400,3000,,23000,210000,caja x 1000 unid,,877,TRUE
H1-0879,"Mini Budin papel 2,8x8,7 cm (varios colores y doradas) (caja x 3cap x 10unid)",MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,,1000,,2500,21000,x 10 cajas,x 100: caja x 30 u $ 2500,879,TRUE
H1-0881,Budinera aluminio mini (individual) R9,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,200,1500,,10000,135000,caja x 1500 unid,,881,TRUE
H1-0882,Budineras aluminio AB 30 (Chica) (350cc),MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,300,1900,,16500,174000,caja x 1200 unid,,882,TRUE
H1-0883,Budineras aluminio AB 60 (R8) estándar (470cc) (190x60x50mm),MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,300,2000,,17000,150000,Caja x 1000 unid,,883,TRUE
H1-0884,"Budinera aluminio R4 (27,5x10x5,7)",MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,600,4500,,39000,69000,Caja x 200 unid,,884,TRUE
H1-0886,"Molde mini budin Aluminio con tapa (amarillo, celeste, negro, rosa) (16x6x3(6) aprox)",MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,2000,18000,,,160000,caja x 100 unid,,886,TRUE
H1-0888,Molde Para Bizcochuelo 13 x 5 cm alto,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,400,2500,,19000,170000,caja x 1000 unid,,888,TRUE
H1-0889,Molde Para Bizcochuelo 16 x 4 cm alto,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,400,2500,,21000,185000,caja x 1000 unid,,889,TRUE
H1-0890,Molde Para Bizcochuelo 18 cm,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,400,3000,,22500,200000,caja x 1000 unid,,890,TRUE
H1-0891,Molde Para Bizcochuelo 20 cm,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,400,3000,,23500,210000,caja x 1000 unid,,891,TRUE
H1-0892,Molde Para Bizcochuelo 22 cm,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,400,3000,,25000,220000,caja x 1000 unid,,892,TRUE
H1-0893,Molde Para Bizcochuelo 24 cm,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,400,3500,,29000,255000,caja x 1000 unid,,893,TRUE
H1-0894,Molde Para Bizcochuelo 26 cm,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,500,3500,,31500,280000,caja x 1000 unid,,894,TRUE
H1-0896,Bandeja rigida para freidora de aire 12 cm pack x 10 unid,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,2000,18000,,,155000,bulto x 100 pack,,896,TRUE
H1-0897,"Bandeja rigida para freidora de aire 16,5 cm pack x 10 unid",MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,2500,22000,,,195000,bulto x 100 pack,,897,TRUE
H1-0898,"Bandeja rigida para freidora de aire 18,5 cm pack x 10 unid",MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,3200,30000,,,265000,bulto x 100 pack,,898,TRUE
H1-0899,Bandeja rigida para freidora de aire Combo x 30 unid,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,6300,,,,555000,bulto x 100 pack,,899,TRUE
H1-0901,Molde freidora 16 cm x 45,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,200,1500,4900,,43000,bulto x 10 pack de 50,,901,TRUE
H1-0902,Molde freidora 20 cm x 45,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,300,2000,5900,,52000,bulto x 10 pack de 50,,902,TRUE
H1-0904,Molde rosca N° 18,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,400,3000,,25500,230000,caja x 1000 unid,,904,TRUE
H1-0905,Molde rosca N° 20,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,500,3500,,27000,240000,caja x 1000 unid,,905,TRUE
H1-0906,Molde rosca N° 22,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,500,3500,,28000,250000,caja x 1000 unid,,906,TRUE
H1-0907,Molde rosca N° 24,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,500,4000,,32500,290000,caja x 1000 unid,,907,TRUE
H1-0908,Molde Rosca N° 26,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,600,4500,,37500,330000,caja x 1000 unid,,908,TRUE
H1-0910,Torta / Savarin Impreso Nª20,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,600,4000,,36000,320000,x 1000 unid,,910,TRUE
H1-0911,Torta / Savarin Impreso Nª24,MOLDES DE PAN DULCE - ROSCA -BUDIN- FREIDORA,,700,5000,,41000,360000,x 1000 unid,,911,TRUE
H1-0913,Bandejas aluminio Nro. P-12,BANDEJAS DE ALUMINIO,,300,2000,,17000,,,,913,TRUE
H1-0914,Bandejas aluminio Nro. P-14 (G),BANDEJAS DE ALUMINIO,,300,2000,,17000,120000,Caja x 800 unid,,914,TRUE
H1-0915,Bandejas aluminio Nro. P-15,BANDEJAS DE ALUMINIO,,300,2000,,15000,162000,Caja x 1200 unid,,915,TRUE
H1-0916,Bandejas aluminio Nro. P-17 (G),BANDEJAS DE ALUMINIO,,300,2000,,16000,126000,Caja x 900 unid,,916,TRUE
H1-0917,Bandejas aluminio Nro. P-20,BANDEJAS DE ALUMINIO,,300,2300,,18000,96000,Caja x 600 unid,,917,TRUE
H1-0918,Bandejas aluminio Nro.P-21 (G),BANDEJAS DE ALUMINIO,,500,3000,,23000,60000,Caja x 300 unid,,918,TRUE
H1-0919,Bandejas aluminio Nro. P-23,BANDEJAS DE ALUMINIO,,400,3000,,24500,66000,Caja x 300 unid,,919,TRUE
H1-0920,Bandejas aluminio Nro. P-26,BANDEJAS DE ALUMINIO,,600,4000,,31000,84000,Caja x 300 unid,,920,TRUE
H1-0921,Bandejas aluminio Nro. P-30,BANDEJAS DE ALUMINIO,,700,5000,,44000,58500,Caja x 150 unid,,921,TRUE
H1-0922,Bandejas aluminio Nro. P-33,BANDEJAS DE ALUMINIO,,800,6000,,56000,75000,Caja x 150 unid,,922,TRUE
H1-0926,Flanera H-7 (V120),BANDEJAS ALUMINIO,,300,2000,,13500,180000,Caja x 1500 unid,,926,TRUE
H1-0927,Flanera H-9 (V130),BANDEJAS ALUMINIO,,200,1300,,9000,120000,Caja x 1500 unid,,927,TRUE
H1-0928,Flanera H-10 (V230) (250cm3),BANDEJAS ALUMINIO,,300,2000,,13000,69000,Caja x 600 unid,,928,TRUE
H1-0930,Bandejas F-50 (R2) 480cc (158x117x40),BANDEJAS ALUMINIO,,300,2000,7500,13500,96000,Caja x 800 unid,,930,TRUE
H1-0931,Tapa F-50,BANDEJAS ALUMINIO,,200,1000,4500,8100,60000,Caja x 800 unid,,931,TRUE
H1-0933,Bandejas F-75 (R3) 700cc (180x135x48mm),BANDEJAS ALUMINIO,,300,2000,8500,16000,116000,Caja x 800 unid,,933,TRUE
H1-0934,Tapa F-75,BANDEJAS ALUMINIO,,200,1500,6000,11000,76000,Caja x 800 unid,,934,TRUE
H1-0936,Bandejas F-100 (B5) 1000cc (220x160x45mm),BANDEJAS ALUMINIO,,400,3000,12500,23000,61500,Caja x 300 unid,,936,TRUE
H1-0937,Tapa F-100,BANDEJAS ALUMINIO,,300,2000,8000,15000,40500,Caja x 300 unid,,937,TRUE
H1-0939,Bandejas F-200 (B4) 2000cc (315x215x50mm),BANDEJAS ALUMINIO,,800,6000,27000,51000,67500,Caja x 150 unid,,939,TRUE
H1-0940,Tapa F-200,BANDEJAS ALUMINIO,,400,3500,15000,28000,37500,Caja x 150 unid,,940,TRUE
H1-0942,Bandeja de aluminio Ovalada de 4000 ML,BANDEJAS ALUMINIO,,1900,17500,,,155000,x 100,,942,TRUE
H1-0943,Bandeja de aluminio Rctangulara de 4000 ML,BANDEJAS ALUMINIO,,1900,17500,,,155000,x 100,,943,TRUE
H1-0945,Marmita aluminio con tapa (plato tipo hondo) (850ml),BANDEJAS ALUMINIO,,200,1500,11000,20000,,x 10 cajas x 100 unid,,945,TRUE
H1-0947,"Bolsa Nro 1 x 100 (7x17x4,5)",BOLSAS PAPEL AMERICANA SULFITO (50grs),,,,,1300,24000,Bulto x 2000 unid,,947,TRUE
H1-0948,"Bolsa Nro. 2l x 100 (9,5x23,5x4,5)",BOLSAS PAPEL AMERICANA SULFITO (50grs),,,,,1800,30000,Bulto x 2000 unid,,948,TRUE
H1-0949,"Bolsa Nro. 3 x 100 (11x23,5x4,5)",BOLSAS PAPEL AMERICANA SULFITO (50grs),,,,,1900,34000,Bulto x 2000 unid,,949,TRUE
H1-0950,Bolsa Nro. 4 x 100 ( 12x28x6),BOLSAS PAPEL AMERICANA SULFITO (50grs),,,,,2300,20000,Bulto x 1000 unid,,950,TRUE
H1-0951,"Bolsa Nro. 4a x 100 (14,5x23,5x6)",BOLSAS PAPEL AMERICANA SULFITO (50grs),,,,,2300,40000,Bulto x 2000 unid,,951,TRUE
H1-0952,Bolsa Nro. 5 x 100 (12x33x6),BOLSAS PAPEL AMERICANA SULFITO (50grs),,,,,2600,23000,Bulto x 1000 unid,,952,TRUE
H1-0953,"Bolsa Nro. 6l x 100 (14,5x36x6)",BOLSAS PAPEL AMERICANA SULFITO (50grs),,,,,3000,27000,Bulto x 1000 unid,,953,TRUE
H1-0954,Bolsa Nro. 7 x 100 (18x36x6),BOLSAS PAPEL AMERICANA SULFITO (50grs),,,,,3700,33000,Bulto x 1000 unid,,954,TRUE
H1-0955,Bolsa Nro. 8 x 100 (18x44x6),BOLSAS PAPEL AMERICANA SULFITO (50grs),,,,,4900,43000,Bulto x 1000 unid,,955,TRUE
H1-0957,Bolsa Nro 0 x 100,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,1200,20000,Bulto x 2000 unid,,957,TRUE
H1-0958,"Bolsa Nro 1 x 100 (7x17x4,5)",BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,1300,24000,Bulto x 2000 unid,,958,TRUE
H1-0959,"Bolsa Nro. 2 x 100 (9x17,5x4,5)",BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,1500,26000,Bulto x 2000 unid,,959,TRUE
H1-0960,"Bolsa Nro. 2l x 100 (9x17,5x5)",BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,1600,28000,Bulto x 2000 unid,,960,TRUE
H1-0961,"Bolsa Nro. 3 x 100 (11x23,5x4,5)",BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,1800,16000,Bulto x 1000 unid,,961,TRUE
H1-0962,"Bolsa Nro. 3L x 100 (11x28x4,5) (provisoria)",BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,2000,18000,Bulto x 1000 unid,,962,TRUE
H1-0963,Bolsa Nro. 4 x 100 ( 12x28x6),BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,2100,19000,Bulto x 1000 unid,,963,TRUE
H1-0964,"Bolsa Nro. 4a x 100 (14,5x23,5x6)",BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,2300,19000,Bulto x 1000 unid,,964,TRUE
H1-0965,Bolsa Nro. 5 x 100 (12x33x6),BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,2400,21000,Bulto x 1000 unid,,965,TRUE
H1-0966,"Bolsa Nro. 6l x 100 (14,5x36x6)",BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,2900,26000,Bulto x 1000 unid,,966,TRUE
H1-0967,Bolsa Nro. 7 x 100 (18x36x6),BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,3400,30000,Bulto x 1000 unid,,967,TRUE
H1-0968,Bolsa Nro. 8 x 100 (18x44x6),BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,4500,39000,Bulto x 1000 unid,,968,TRUE
H1-0969,SOBRES FANTASIA,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,,3,Cantidad x Bulto,Unidad: X unid. · x 10: x 10 unid. · x 50: X 50 unid · x 100: X 100 unid.,969,TRUE
H1-0970,7 x 22 Fantasia,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,1900,33200,Bulto x 2000,,970,TRUE
H1-0971,7x10 Fantasia,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,,,Bulto x 3000,,971,TRUE
H1-0972,9 x 15 Fantasia,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,1600,28000,Bulto x 2000,,972,TRUE
H1-0973,12 x 18 Fantasia,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,2300,40000,Bulto x 2000,,973,TRUE
H1-0974,14 x 21 Fantasia,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,2500,44000,Bulto x 2000,,974,TRUE
H1-0975,15 x 25 Fantasia,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,2900,52000,Bulto x 2000,,975,TRUE
H1-0976,20 x 29 Fantasia,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,4000,35100,Bulto x 1000,,976,TRUE
H1-0977,25 x 31 Fantasia,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,5750,51000,Bulto x 1000,,977,TRUE
H1-0978,25 x 35 Fantasia,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,6250,55000,Bulto x 1000,,978,TRUE
H1-0979,27 x 37 Fantasia,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,7000,31000,Bulto x 500,,979,TRUE
H1-0980,29 x 39 Fantasia,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,8050,35500,Bulto x 500,,980,TRUE
H1-0981,37 x 45 Fantasia,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,,11400,50500,Bulto x 500,,981,TRUE
H1-0983,N°0 9x13 paq x 50 MURESCO con adhesivo PROMOOO,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,3000,,,bulto x 1000,,983,TRUE
H1-0984,N°3 14x21 paq x 50 MURESCO con adhesivo PROMOOO,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,4000,,,bulto x 1000,,984,TRUE
H1-0985,N°6 24x30 paq x 50 MURESCO con adhesivo PROMOOO,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,,6000,,,bulto x 1000,,985,TRUE
H1-0987,7 x 10 Linea Dorada,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,250,,1500,,,,987,TRUE
H1-0988,9 x 15 Linea Dorada,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,300,,1750,,,,988,TRUE
H1-0989,12 x 18 Linea Dorada,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,400,,2500,,,,989,TRUE
H1-0990,14 x 21 Linea Dorada,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,400,,2600,,,,990,TRUE
H1-0991,25 x 31 Linea Dorada,BOLSAS PAPEL AMERICANA KRAFF (50 grs),,,700,,6000,,,,991,TRUE
H1-0994,"Sobres premium c/ adhesivo Murillo FSC-1 (11,4x16,2)",BOLSAS PAPEL AMERICANA KRAFF (50 grs),,50,300,,2300,20000,Caja x 1000 unid,,994,TRUE
H1-0995,Sobres premium c/ adhesivo Murillo FSC-1 (19x24),BOLSAS PAPEL AMERICANA KRAFF (50 grs),,100,600,,5000,22500,Caja x 500 Unid,,995,TRUE
H1-0996,Sobres premium c/ adhesivo Murillo FSC-1 (25x35),BOLSAS PAPEL AMERICANA KRAFF (50 grs),,150,1000,,8750,40000,Caja x 500 Unid,,996,TRUE
H1-0998,Bandejas redonda plastica con blonda x 24 cm,BANDEJAS PLASTICAS BLANCA CON BLONDA,,900,7200,,,126000,caja x 200 unid,,998,TRUE
H1-0999,Bandejas redonda plastica con blonda x 27 cm,BANDEJAS PLASTICAS BLANCA CON BLONDA,,1100,9000,,,120000,caja x 150 unid,,999,TRUE
H1-1000,Bandejas redonda plastica con blonda x 30 cm,BANDEJAS PLASTICAS BLANCA CON BLONDA,,1200,10500,,,93000,caja x 100 unid,,1000,TRUE
H1-1001,Bandejas redonda plastica con blonda x 33 cm,BANDEJAS PLASTICAS BLANCA CON BLONDA,,1700,15600,,,138000,caja x 100 unid,,1001,TRUE
H1-1002,Bandejas redonda plastica con blonda x 36 cm,BANDEJAS PLASTICAS BLANCA CON BLONDA,,2400,22000,,,195000,caja x 100 unid,,1002,TRUE
H1-1004,Bandejas rectangular plastica con blonda de 1/2 KG,BANDEJAS PLASTICAS BLANCA CON BLONDA,,800,6500,,,258750,caja x 450 unid,,1004,TRUE
H1-1005,Bandejas rectangular plastica con blonda de 1 KG,BANDEJAS PLASTICAS BLANCA CON BLONDA,,1400,12500,,,220000,caja x 200 unid,,1005,TRUE
H1-1006,Bandejas rectangular plastica con blonda de 2 KG,BANDEJAS PLASTICAS BLANCA CON BLONDA,,2100,19000,,,167000,caja x 100 unid,,1006,TRUE
H1-1007,Bandejas rectangular plastica con blonda de 3 KG,BANDEJAS PLASTICAS BLANCA CON BLONDA,,3100,29000,,,255000,caja x 100 unid,,1007,TRUE
H1-1008,Bandejas rectangular plastica con blonda de 5 KG,BANDEJAS PLASTICAS BLANCA CON BLONDA,,5500,54000,,,62000,caja x 40 unid,,1008,TRUE
H1-1010,Discos de carton Gris 20 / 22 / 24 / 26 cm / 28 cm / 31 cm x Kg,DISCOS DORADOS REFORZADOS,,3000,,,,27000,x 10 Kilos,,1010,TRUE
H1-1012,Disco dorado 8 cm,DISCOS DORADOS REFORZADOS,,,1200,,10000,90000,x 1000 unid,,1012,TRUE
H1-1013,Disco dorado 10 cm,DISCOS DORADOS REFORZADOS,,,1500,,12000,105000,x 1000 unid,,1013,TRUE
H1-1014,Disco dorado 10 cm con pestaña,DISCOS DORADOS REFORZADOS,,,1500,,12000,105000,x 1000 unid,,1014,TRUE
H1-1015,Disco dorado 12 cm,DISCOS DORADOS REFORZADOS,,,1600,,14000,125000,x 1000 unid,,1015,TRUE
